battery_type,battery_id,thermo_type,battery_formula,working_ion,num_steps,max_voltage_step,last_updated,framework,framework_formula,elements,nelements,chemsys,formula_anonymous,warnings,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,fracA_charge,fracA_discharge,stability_charge,stability_discharge,id_charge,id_discharge,host_structure,adj_pairs,material_ids,entries_composition_summary,electrode_object,fields_not_requested,density_charge,density_discharge,volume_charge,volume_discharge,band_gap_charge,band_gap_discharge,energy_above_hull_charge,energy_above_hull_discharge,ordering_charge,ordering_discharge,density_atomic_charge,density_atomic_discharge
,mp-1238886_Cs,,Cs0-0.5CrS2,Cs,1,0.0,2022-06-28 03:50:00,Cr1 S2,CrS2,"[Element Cr, Element S]",2,Cr-S,AB2,[],CrS2,Cs(CrS2)2,0.6372492152629596,0.14758777293103897,73.39701360743658,256.46104935695007,10.832501778110727,37.850515118149524,0.0,0.14285714285714285,0.029461006666667622,0.3790473203571416,mp-1442954,mp-1238886,"Full Formula (Cr4 S8)
Reduced Formula: CrS2
abc   :   6.563354   6.563354   6.563353
angles:  62.711296  62.711296  62.711299
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.5       0         0.5          2.375
  1  Cr    0         0.5       0.5          2.375
  2  Cr    0.5       0.5       0.5          2.111
  3  Cr    0.5       0.5       0            2.375
  4  S     0.743236  0.254029  0.254029    -0.167
  5  S     0.254029  0.743236  0.254029    -0.167
  6  S     0.254029  0.254029  0.743236    -0.167
  7  S     0.250777  0.250777  0.250777    -0.192
  8  S     0.745971  0.256764  0.745971    -0.167
  9  S     0.256764  0.745971  0.745971    -0.167
 10  S     0.749223  0.749223  0.749223    -0.192
 11  S     0.745971  0.745971  0.256764    -0.167","[InsertionVoltagePairDoc(formula_charge='CrS2', formula_discharge='Cs(CrS2)2', max_delta_volume=0.6372492152629596, average_voltage=0.14758777293103897, capacity_grav=73.39701360743658, capacity_vol=256.46104935695007, energy_grav=10.832501778110727, energy_vol=37.850515118149524, fracA_charge=0.0, fracA_discharge=0.14285714285714285, stability_charge=0.029461006666667622, stability_discharge=0.3790473203571416, id_charge=MPID(mp-1442954), id_discharge=MPID(mp-1238886))]","[MPID(mp-1442954), MPID(mp-1238886), MPID(mp-1407236)]","all_formulas=['Cs(CrS2)2', 'CrS2'] all_chemsys=['Cr-Cs-S', 'Cr-S'] all_formula_anonymous=['AB2C4', 'AB2'] all_elements=[Element Cs, Element Cr, Element S] all_composition_reduced={'Cr': [1.0, 2.0], 'S': [2.0, 4.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at CrS2 and Cs(CrS2)2
Avg. volt. = 0.14758777293103897 V
Grav. cap. = 73.39701360743658 mAh/g
Vol. cap. = 256.46104935695007","['battery_type', 'thermo_type']",3.6386245625218163,3.4941619101834682,211.98331665001731,347.0695188340803,0.0,0.0,0.029461006666667622,0.3790473203571416,FM,FiM,17.665276387501443,24.790679916720023
,mp-505149_Cs,,Cs0.75-1Cr5Se8,Cs,1,0.0,2022-06-28 03:50:00,Cr5 Se8,Cr5Se8,"[Element Cr, Element Se]",2,Cr-Se,A5B8,[],Cs3(Cr5Se8)4,CsCr5Se8,0.006672326014831809,1.6879113979310523,6.539715939140386,35.11147894889993,11.038461072906433,59.265065516064396,0.05454545454545454,0.07142857142857142,0.0,0.0,mp-1228215,mp-505149,"Full Formula (Cr20 Se32)
Reduced Formula: Cr5Se8
abc   :  11.036892  11.665386  11.806944
angles: 111.156833  81.526762 117.329247
pbc   :       True       True       True
Sites (52)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.542821  0.361178  0.877335     2.947
  1  Cr    0.790996  0.609929  0.127537     2.959
  2  Cr    0.043574  0.860786  0.377857     2.962
  3  Cr    0.294708  0.110756  0.628533     2.958
  4  Cr    0.705292  0.889244  0.371467     2.958
  5  Cr    0.956426  0.139214  0.622143     2.962
  6  Cr    0.209004  0.390071  0.872463     2.959
  7  Cr    0.457179  0.638822  0.122665     2.947
  8  Cr    0.160586  0.071418  0.236856     2.98
  9  Cr    0.410267  0.320422  0.485815     2.987
 10  Cr    0.660917  0.571094  0.736515     2.987
 11  Cr    0.911301  0.82202   0.987548     2.984
 12  Cr    0.088699  0.17798   0.012452     2.984
 13  Cr    0.339083  0.428906  0.263485     2.987
 14  Cr    0.589733  0.679578  0.514185     2.987
 15  Cr    0.839414  0.928582  0.763144     2.98
 16  Cr    0.125814  0.625897  0.124949     2.958
 17  Cr    0.374974  0.874931  0.374136     2.956
 18  Cr    0.625026  0.125069  0.625864     2.956
 19  Cr    0.874186  0.374103  0.875051     2.958
 20  Se    0.345954  0.366349  0.023907    -0.088
 21  Se    0.595337  0.616787  0.274583    -0.087
 22  Se    0.845559  0.867214  0.524067    -0.088
 23  Se    0.096159  0.116498  0.773423    -0.089
 24  Se    0.903841  0.883502  0.226577    -0.089
 25  Se    0.154441  0.132786  0.475933    -0.088
 26  Se    0.404663  0.383213  0.725417    -0.087
 27  Se    0.654046  0.633651  0.976093    -0.088
 28  Se    0.017957  0.366677  0.020037    -0.12
 29  Se    0.266731  0.616521  0.27111     -0.117
 30  Se    0.516542  0.866217  0.521101    -0.121
 31  Se    0.766884  0.115844  0.770899    -0.129
 32  Se    0.233116  0.884156  0.229101    -0.129
 33  Se    0.483458  0.133783  0.478899    -0.121
 34  Se    0.733269  0.383479  0.72889     -0.117
 35  Se    0.982043  0.633323  0.979963    -0.12
 36  Se    0.095633  0.251511  0.239681    -0.152
 37  Se    0.346499  0.501722  0.490717    -0.152
 38  Se    0.59737   0.751631  0.740755    -0.158
 39  Se    0.846134  0.000471  0.98921     -0.158
 40  Se    0.153866  0.999529  0.01079     -0.158
 41  Se    0.40263   0.248369  0.259245    -0.158
 42  Se    0.653501  0.498278  0.509283    -0.152
 43  Se    0.904367  0.748489  0.760319    -0.152
 44  Se    0.817364  0.141315  0.475335    -0.127
 45  Se    0.068988  0.391649  0.726561    -0.124
 46  Se    0.319773  0.641582  0.977415    -0.132
 47  Se    0.566441  0.889707  0.224209    -0.134
 48  Se    0.433559  0.110293  0.775791    -0.134
 49  Se    0.680227  0.358418  0.022585    -0.132
 50  Se    0.931012  0.608351  0.273439    -0.124
 51  Se    0.182636  0.858685  0.524665    -0.127","[InsertionVoltagePairDoc(formula_charge='Cs3(Cr5Se8)4', formula_discharge='CsCr5Se8', max_delta_volume=0.006672326014831809, average_voltage=1.6879113979310523, capacity_grav=6.539715939140386, capacity_vol=35.11147894889993, energy_grav=11.038461072906433, energy_vol=59.265065516064396, fracA_charge=0.05454545454545454, fracA_discharge=0.07142857142857142, stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-1228215), id_discharge=MPID(mp-505149))]","[MPID(mp-1228215), MPID(mp-505149)]","all_formulas=['CsCr5Se8', 'Cs3(Cr5Se8)4'] all_chemsys=['Cr-Cs-Se'] all_formula_anonymous=['AB5C8', 'A3B20C32'] all_elements=[Element Cs, Element Cr, Element Se] all_composition_reduced={'Cs': [1.0, 3.0], 'Cr': [20.0, 5.0], 'Se': [32.0, 8.0]}","InsertionElectrode with endpoints at Cs3(Cr5Se8)4 and CsCr5Se8
Avg. volt. = 1.6879113979310523 V
Grav. cap. = 6.539715939140386 mAh/g
Vol. cap. = 35.11147894889993","['battery_type', 'thermo_type']",5.2910608780255926,5.417906504319135,1244.4824609853486,314.0201456193219,0.0020999999999999908,0.010499999999999954,0.0,0.0,FM,FM,22.626953836097247,22.430010401380137
,mp-559450_Cs,,Cs0-0.5FeF3,Cs,1,0.0,2022-06-28 03:50:00,Fe1 F3,FeF3,"[Element Fe, Element F]",2,F-Fe,AB3,[],FeF3,CsFe2F6,0.043202815493447844,3.5460914329310347,74.74215607867517,296.3893146696316,265.04251934938424,1051.023609562281,0.0,0.1111111111111111,0.011152016874999227,0.044705688333332994,mp-559450,mp-1105732,"Full Formula (Fe4 F12)
Reduced Formula: FeF3
abc   :   7.411519   7.411519   7.411519
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Fe    0.625     0.625     0.125        4.506
  1  Fe    0.625     0.125     0.625        4.506
  2  Fe    0.625     0.625     0.625        4.506
  3  Fe    0.125     0.625     0.625        4.506
  4  F     0.686452  0.313548  0.313548     0.146
  5  F     0.686452  0.686452  0.313548     0.146
  6  F     0.313548  0.686452  0.313548     0.146
  7  F     0.563548  0.936452  0.563548     0.146
  8  F     0.936452  0.936452  0.563548     0.146
  9  F     0.936452  0.563548  0.563548     0.146
 10  F     0.686452  0.313548  0.686452     0.146
 11  F     0.563548  0.936452  0.936452     0.146
 12  F     0.936452  0.563548  0.936452     0.146
 13  F     0.313548  0.686452  0.686452     0.146
 14  F     0.563548  0.563548  0.936452     0.146
 15  F     0.313548  0.313548  0.686452     0.146","[InsertionVoltagePairDoc(formula_charge='FeF3', formula_discharge='CsFe2F6', max_delta_volume=0.043202815493447844, average_voltage=3.5460914329310347, capacity_grav=74.74215607867517, capacity_vol=296.3893146696316, energy_grav=265.04251934938424, energy_vol=1051.023609562281, fracA_charge=0.0, fracA_discharge=0.1111111111111111, stability_charge=0.011152016874999227, stability_discharge=0.044705688333332994, id_charge=MPID(mp-559450), id_discharge=MPID(mp-1105732))]","[MPID(mp-559450), MPID(mp-1105732)]","all_formulas=['CsFe2F6', 'FeF3'] all_chemsys=['Cs-F-Fe', 'F-Fe'] all_formula_anonymous=['AB2C6', 'AB3'] all_elements=[Element Cs, Element Fe, Element F] all_composition_reduced={'Fe': [1.0, 2.0], 'F': [3.0, 6.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at FeF3 and CsFe2F6
Avg. volt. = 3.5460914329310347 V
Grav. cap. = 74.74215607867517 mAh/g
Vol. cap. = 296.3893146696316","['battery_type', 'thermo_type']",2.707700994604302,4.201369407240561,276.803940608686,283.4532220214493,3.1326,0.0,0.02045475875000058,0.04470568833333388,FM,FM,17.300246288042874,15.74740122341385
,mp-28344_Cs,,Cs0-1Zr6CI14,Cs,1,0.0,2022-06-28 03:50:00,Zr6 C1 I14,Zr6CI14,"[Element Zr, Element C, Element I]",3,C-I-Zr,AB6C14,[],Zr6CI14,CsZr6CI14,0.008820811595353861,1.8720750829310395,10.855536626996168,55.365866757262914,20.32237963124479,103.64905960115185,0.0,0.045454545454545456,0.0,0.0,mp-28344,mp-582176,"Full Formula (Zr12 C2 I28)
Reduced Formula: Zr6CI14
abc   :  11.019131  11.019131  13.142053
angles:  90.000000  90.000000  92.950752
pbc   :       True       True       True
Sites (42)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Zr    0.626652  0.626652  0.092419        -0
  1  Zr    0.873348  0.873348  0.592419        -0
  2  Zr    0.126652  0.126652  0.407581        -0
  3  Zr    0.373348  0.373348  0.907581        -0
  4  Zr    0.453592  0.665016  0.891426        -0
  5  Zr    0.046408  0.834984  0.391426        -0
  6  Zr    0.165016  0.953592  0.608574        -0
  7  Zr    0.334984  0.546408  0.108574        -0
  8  Zr    0.546408  0.334984  0.108574        -0
  9  Zr    0.953592  0.165016  0.608574        -0
 10  Zr    0.834984  0.046408  0.391426        -0
 11  Zr    0.665016  0.453592  0.891426        -0
 12  C     0.5       0.5       0               -0
 13  C     0         0         0.5             -0
 14  I     0.106366  0.354534  0.511043         0
 15  I     0.393634  0.145466  0.011043         0
 16  I     0.107469  0.607469  0.25             0
 17  I     0.392531  0.892531  0.75             0
 18  I     0.892531  0.392531  0.75             0
 19  I     0.607469  0.107469  0.25             0
 20  I     0.143547  0.143547  0.761537         0
 21  I     0.356453  0.356453  0.261537         0
 22  I     0.643547  0.643547  0.738463         0
 23  I     0.856453  0.856453  0.238463         0
 24  I     0.751481  0.248519  0                0
 25  I     0.748519  0.251481  0.5              0
 26  I     0.248519  0.751481  0                0
 27  I     0.251481  0.748519  0.5              0
 28  I     0.645466  0.893634  0.488957         0
 29  I     0.854534  0.606366  0.988957         0
 30  I     0.606366  0.854534  0.988957         0
 31  I     0.893634  0.645466  0.488957         0
 32  I     0.354534  0.106366  0.511043         0
 33  I     0.145466  0.393634  0.011043         0
 34  I     0.212884  0.966236  0.254762         0
 35  I     0.287116  0.533764  0.754762         0
 36  I     0.466236  0.712884  0.245238         0
 37  I     0.033764  0.787116  0.745238         0
 38  I     0.787116  0.033764  0.745238         0
 39  I     0.712884  0.466236  0.245238         0
 40  I     0.533764  0.287116  0.754762         0
 41  I     0.966236  0.212884  0.254762         0","[InsertionVoltagePairDoc(formula_charge='Zr6CI14', formula_discharge='CsZr6CI14', max_delta_volume=0.008820811595353861, average_voltage=1.8720750829310395, capacity_grav=10.855536626996168, capacity_vol=55.365866757262914, energy_grav=20.32237963124479, energy_vol=103.64905960115185, fracA_charge=0.0, fracA_discharge=0.045454545454545456, stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-28344), id_discharge=MPID(mp-582176))]","[MPID(mp-28344), MPID(mp-582176)]","all_formulas=['CsZr6CI14', 'Zr6CI14'] all_chemsys=['C-I-Zr', 'C-Cs-I-Zr'] all_formula_anonymous=['AB6C14', 'ABC6D14'] all_elements=[Element Cs, Element Zr, Element C, Element I] all_composition_reduced={'Zr': [6.0], 'C': [1.0], 'I': [14.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at Zr6CI14 and CsZr6CI14
Avg. volt. = 1.8720750829310395 V
Grav. cap. = 10.855536626996168 mAh/g
Vol. cap. = 55.365866757262914","['battery_type', 'thermo_type']",5.043396115340444,5.100242267198717,1538.2682085564572,1607.6658456416858,0.7934999999999999,0.0,0.0,0.0,NM,NM,36.625433537058505,36.53786012822013
,mp-21855_Cs,,Cs0-1VCu3Se4,Cs,1,0.0,2022-06-28 03:50:00,V1 Cu3 Se4,VCu3Se4,"[Element V, Element Cu, Element Se]",3,Cu-Se-V,AB3C4,[],VCu3Se4,CsVCu3Se4,0.36793893814235723,-0.3946570520689655,38.8244421291704,180.33138584193418,-15.322339878920541,-71.16905313188893,0.0,0.1111111111111111,0.0,0.20743692222222343,mp-21855,mp-1181592,"Full Formula (V1 Cu3 Se4)
Reduced Formula: VCu3Se4
abc   :   5.650540   5.650540   5.650540
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  V     0        0        0           0.001
  1  Cu    0        0.5      0          -0
  2  Cu    0        0        0.5        -0
  3  Cu    0.5      0        0          -0
  4  Se    0.24202  0.24202  0.24202    -0
  5  Se    0.75798  0.75798  0.24202    -0
  6  Se    0.24202  0.75798  0.75798    -0
  7  Se    0.75798  0.24202  0.75798    -0","[InsertionVoltagePairDoc(formula_charge='VCu3Se4', formula_discharge='CsVCu3Se4', max_delta_volume=0.36793893814235723, average_voltage=-0.3946570520689655, capacity_grav=38.8244421291704, capacity_vol=180.33138584193418, energy_grav=-15.322339878920541, energy_vol=-71.16905313188893, fracA_charge=0.0, fracA_discharge=0.1111111111111111, stability_charge=0.0, stability_discharge=0.20743692222222343, id_charge=MPID(mp-21855), id_discharge=MPID(mp-1181592))]","[MPID(mp-21855), MPID(mp-1181592)]","all_formulas=['VCu3Se4', 'CsVCu3Se4'] all_chemsys=['Cs-Cu-Se-V', 'Cu-Se-V'] all_formula_anonymous=['AB3C4', 'ABC3D4'] all_elements=[Element Cs, Element V, Element Cu, Element Se] all_composition_reduced={'V': [1.0], 'Cu': [3.0], 'Se': [4.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at VCu3Se4 and CsVCu3Se4
Avg. volt. = -0.3946570520689655 V
Grav. cap. = 38.8244421291704 mAh/g
Vol. cap. = 180.33138584193418","['battery_type', 'thermo_type']",5.341420812523915,4.6447901345149045,173.29038260089234,246.79512272483652,0.8164000000000002,0.2761,0.0,0.2074370888888888,NM,FM,21.661297825111543,27.42168030275961
,mp-768680_Cs,,Cs0-1CrP2S7,Cs,1,0.0,2022-06-28 03:50:00,Cr1 P2 S7,CrP2S7,"[Element Cr, Element P, Element S]",3,Cr-P-S,AB2C7,[],CrP2S7,CsCrP2S7,0.12943102443393006,3.5111715179310314,56.866644096348864,149.46797465192967,199.66854107142098,524.8076954406928,0.0,0.09090909090909091,0.006212603200003386,0.0,mp-768680,mp-1103473,"Full Formula (Cr1 P2 S7)
Reduced Formula: CrP2S7
abc   :   6.392835   6.392835   6.535369
angles:  85.157529  85.157529  95.749346
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cr    0.506891  0.493109  0            2.255
  1  P     0.955153  0.653539  0.07664      0.016
  2  P     0.346461  0.044847  0.92336      0.016
  3  S     0.851947  0.511164  0.829932    -0.077
  4  S     0.473005  0.811467  0.781101    -0.05
  5  S     0.684338  0.630219  0.271459    -0.038
  6  S     0.015556  0.984444  0           -0.009
  7  S     0.369781  0.315662  0.728541    -0.038
  8  S     0.188533  0.526995  0.218899    -0.05
  9  S     0.488836  0.148053  0.170068    -0.077","[InsertionVoltagePairDoc(formula_charge='CrP2S7', formula_discharge='CsCrP2S7', max_delta_volume=0.12943102443393006, average_voltage=3.5111715179310314, capacity_grav=56.866644096348864, capacity_vol=149.46797465192967, energy_grav=199.66854107142098, energy_vol=524.8076954406928, fracA_charge=0.0, fracA_discharge=0.09090909090909091, stability_charge=0.006212603200003386, stability_discharge=0.0, id_charge=MPID(mp-768680), id_discharge=MPID(mp-1103473))]","[MPID(mp-768680), MPID(mp-1103473)]","all_formulas=['CrP2S7', 'CsCrP2S7'] all_chemsys=['Cr-Cs-P-S', 'Cr-P-S'] all_formula_anonymous=['ABC2D7', 'AB2C7'] all_elements=[Element Cs, Element Cr, Element P, Element S] all_composition_reduced={'Cr': [1.0], 'P': [2.0], 'S': [7.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at CrP2S7 and CsCrP2S7
Avg. volt. = 3.5111715179310314 V
Grav. cap. = 56.866644096348864 mAh/g
Vol. cap. = 149.46797465192967","['battery_type', 'thermo_type']",2.1314623017628107,2.6283945004216167,263.63315681020913,297.7554663709054,0.0,1.0727000000000002,0.006212603200013156,0.0,FM,FM,26.363315681020914,27.068678760991403
,mp-558694_Cs,,Cs0-1FeF3,Cs,1,0.0,2022-06-28 03:50:00,Fe1 F3,FeF3,"[Element Fe, Element F]",2,F-Fe,AB3,[],FeF3,CsFeF3,0.34037065415146417,1.6870180079310364,109.06186901437482,555.1893587564043,183.98933700586625,936.6144460337387,0.0,0.2,0.011088768749999645,0.3133678172500103,mp-558852,mp-558694,"Full Formula (Fe1 F3)
Reduced Formula: FeF3
abc   :   3.910635   3.910635   3.910635
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Fe    0    0    0        4.53
  1  F     0    0    0.5      0.14
  2  F     0.5  0    0        0.14
  3  F     0    0.5  0        0.14","[InsertionVoltagePairDoc(formula_charge='FeF3', formula_discharge='CsFeF3', max_delta_volume=0.34037065415146417, average_voltage=1.6870180079310364, capacity_grav=109.06186901437482, capacity_vol=555.1893587564043, energy_grav=183.98933700586625, energy_vol=936.6144460337387, fracA_charge=0.0, fracA_discharge=0.2, stability_charge=0.011088768749999645, stability_discharge=0.3133678172500103, id_charge=MPID(mp-558852), id_discharge=MPID(mp-558694))]","[MPID(mp-558852), MPID(mp-558694)]","all_formulas=['FeF3', 'CsFeF3'] all_chemsys=['Cs-F-Fe', 'F-Fe'] all_formula_anonymous=['ABC3', 'AB3'] all_elements=[Element Cs, Element Fe, Element F] all_composition_reduced={'Fe': [1.0], 'F': [3.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at FeF3 and CsFeF3
Avg. volt. = 1.6870180079310364 V
Grav. cap. = 109.06186901437482 mAh/g
Vol. cap. = 555.1893587564043","['battery_type', 'thermo_type']",3.2592972556466613,5.090590905712118,172.4686902977397,80.16167060494224,2.8517,0.0,0.020977064583333593,0.31336022524999585,FM,FM,14.372390858144975,16.03233412098845
,mp-610706_Cs,,Cs2-3CoF6,Cs,1,0.0,2022-06-28 03:50:00,Co1 F6,CoF6,"[Element Co, Element F]",2,Co-F,AB6,['More than one working ion per transition metal'],Cs2CoF6,Cs3CoF6,0.1814692045437003,4.366976767931042,46.885246932702096,203.2255182855464,204.74678411382018,887.4811170037262,0.2222222222222222,0.3,0.0,0.0,mp-610706,mp-1206497,"Full Formula (Co1 F6)
Reduced Formula: CoF6
abc   :   6.399913   6.399913   6.399913
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Co    0         0         0            0.711
  1  F     0.799218  0.200782  0.799218     0.039
  2  F     0.200782  0.200782  0.799218     0.039
  3  F     0.799218  0.799218  0.200782     0.039
  4  F     0.200782  0.799218  0.200782     0.039
  5  F     0.200782  0.799218  0.799218     0.039
  6  F     0.799218  0.200782  0.200782     0.039","[InsertionVoltagePairDoc(formula_charge='Cs2CoF6', formula_discharge='Cs3CoF6', max_delta_volume=0.1814692045437003, average_voltage=4.366976767931042, capacity_grav=46.885246932702096, capacity_vol=203.2255182855464, energy_grav=204.74678411382018, energy_vol=887.4811170037262, fracA_charge=0.2222222222222222, fracA_discharge=0.3, stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-610706), id_discharge=MPID(mp-1206497))]","[MPID(mp-610706), MPID(mp-1206497)]","all_formulas=['Cs2CoF6', 'Cs3CoF6'] all_chemsys=['Co-Cs-F'] all_formula_anonymous=['AB3C6', 'AB2C6'] all_elements=[Element Cs, Element Co, Element F] all_composition_reduced={'Cs': [2.0, 3.0], 'Co': [1.0], 'F': [6.0]}","InsertionElectrode with endpoints at Cs2CoF6 and Cs3CoF6
Avg. volt. = 4.366976767931042 V
Grav. cap. = 46.885246932702096 mAh/g
Vol. cap. = 203.2255182855464","['battery_type', 'thermo_type']",4.197576961885913,4.794517219232629,173.56103619303263,197.98249931010238,0.0,2.912,0.0,0.0,FM,NM,19.284559577003627,19.79824993101024
,mp-32662_Cs,,Cs0-0.33WO3,Cs,1,0.0,2022-06-28 03:50:00,W1 O3,WO3,"[Element W, Element O]",2,O-W,AB3,[],WO3,Cs(WO3)3,0.013440556846891383,3.0263012179310413,32.35252585194442,232.23205903550885,97.9084883888849,702.804163101794,0.0,0.07692307692307693,0.0038569575000000356,0.0,mp-32662,mp-753119,"Full Formula (W6 O18)
Reduced Formula: WO3
abc   :   7.509436   7.509436   7.744122
angles:  90.000000  90.000000 119.999997
pbc   :       True       True       True
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  W     0.514715  0         0.264179         0
  1  W     0.485285  0.485285  0.264179         0
  2  W     0         0.514715  0.264179         0
  3  W     0.485285  0         0.764179        -0
  4  W     0.514715  0.514715  0.764179        -0
  5  W     0         0.485285  0.764179         0
  6  O     0.573843  0.784316  0.252614        -0
  7  O     0.210473  0.426157  0.252614        -0
  8  O     0.215684  0.789527  0.252614        -0
  9  O     0.789527  0.215684  0.252614        -0
 10  O     0.784316  0.573843  0.252614        -0
 11  O     0.426157  0.210473  0.252614        -0
 12  O     0.426157  0.215684  0.752614        -0
 13  O     0.789527  0.573843  0.752614        -0
 14  O     0.784316  0.210473  0.752614        -0
 15  O     0.210473  0.784316  0.752614        -0
 16  O     0.215684  0.426157  0.752614        -0
 17  O     0.573843  0.789527  0.752614        -0
 18  O     0.5013    0         0.504594         0
 19  O     0.4987    0.4987    0.504594         0
 20  O     0         0.5013    0.504594         0
 21  O     0.4987    0         0.004594         0
 22  O     0.5013    0.5013    0.004594         0
 23  O     0         0.4987    0.004594         0","[InsertionVoltagePairDoc(formula_charge='WO3', formula_discharge='Cs(WO3)3', max_delta_volume=0.013440556846891383, average_voltage=3.0263012179310413, capacity_grav=32.35252585194442, capacity_vol=232.23205903550885, energy_grav=97.9084883888849, energy_vol=702.804163101794, fracA_charge=0.0, fracA_discharge=0.07692307692307693, stability_charge=0.0038569575000000356, stability_discharge=0.0, id_charge=MPID(mp-32662), id_discharge=MPID(mp-753119))]","[MPID(mp-32662), MPID(mp-753119), MPID(mp-32777), MPID(mp-545665)]","all_formulas=['Cs(WO3)3', 'WO3'] all_chemsys=['O-W', 'Cs-O-W'] all_formula_anonymous=['AB3C9', 'AB3'] all_elements=[Element Cs, Element W, Element O] all_composition_reduced={'W': [1.0, 3.0], 'O': [9.0, 3.0], 'Cs': [1.0]}","InsertionElectrode with endpoints at WO3 and Cs(WO3)3
Avg. volt. = 3.0263012179310413 V
Grav. cap. = 32.35252585194442 mAh/g
Vol. cap. = 232.23205903550885","['battery_type', 'thermo_type']",6.107562340722835,7.529487327612155,378.1964391882033,182.6982103668676,1.4934,0.0,0.00977072531249945,0.0,NM,NM,15.758184966175138,14.053708489759048
,mp-30234_Cs,,Cs0-2WCl6,Cs,1,0.0,2022-06-28 03:50:00,W1 Cl6,WCl6,"[Element W, Element Cl]",2,Cl-W,AB6,['More than one working ion per transition metal'],WCl6,Cs2WCl6,0.3001340053771435,3.3404011179310324,80.92614551076964,299.322365643343,270.32578693402434,999.8567648167842,0.0,0.2222222222222222,0.0,0.0,mp-571518,mp-30234,"Full Formula (W1 Cl6)
Reduced Formula: WCl6
abc   :   7.133110   7.133110   7.133110
angles:  55.318845  55.318845  55.318846
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  W     0         0         0                0
  1  Cl    0.643972  0.213366  0.920765        -0
  2  Cl    0.920765  0.643972  0.213366        -0
  3  Cl    0.213366  0.920765  0.643972        -0
  4  Cl    0.356028  0.786634  0.079235        -0
  5  Cl    0.079235  0.356028  0.786634        -0
  6  Cl    0.786634  0.079235  0.356028        -0","[InsertionVoltagePairDoc(formula_charge='WCl6', formula_discharge='Cs2WCl6', max_delta_volume=0.3001340053771435, average_voltage=3.3404011179310324, capacity_grav=80.92614551076964, capacity_vol=299.322365643343, energy_grav=270.32578693402434, energy_vol=999.8567648167842, fracA_charge=0.0, fracA_discharge=0.2222222222222222, stability_charge=0.0, stability_discharge=0.0, id_charge=MPID(mp-571518), id_discharge=MPID(mp-30234))]","[MPID(mp-571518), MPID(mp-30234)]","all_formulas=['Cs2WCl6', 'WCl6'] all_chemsys=['Cl-W', 'Cl-Cs-W'] all_formula_anonymous=['AB6', 'AB2C6'] all_elements=[Element Cs, Element W, Element Cl] all_composition_reduced={'W': [1.0], 'Cl': [6.0], 'Cs': [2.0]}","InsertionElectrode with endpoints at WCl6 and Cs2WCl6
Avg. volt. = 3.3404011179310324 V
Grav. cap. = 80.92614551076964 mAh/g
Vol. cap. = 299.322365643343","['battery_type', 'thermo_type']",3.448793954493857,3.9354624394812037,190.936327267311,279.4816259016085,1.9169,0.0,0.0,0.0,NM,FM,27.276618181044427,31.05351398906761
